source,target,mapping
/ad4.bordes_v.gebouwInstallatie_v,/ad5.Een verhard oppervlak, eventueel verhoogd en/of uitgevoerd met treden, grenzend aan een pand en primair bedoeld voor gebruik door voetgangers..BGTPLUSTYPE,/niet-bgt:bordes
