source,target,mapping
/ad4.windturbine_v.overigBouwwerk_v,/ad5.Bebouwing ten behoeve van het opwekken van elektrische energie, waarvoor de energie geleverd wordt door wind en opgewekt wordt door middel van wieken..BGTPLUSTYPE,/windturbine
