source,target,mapping
/ad4.beweegbarebrug_p.kunstwerk_p,/ad5.Kunstwerk over een waterweg, watergang of waterloop, tenminste bestaande uit een brugdek, dat (op afstand) in staat is zich te openen of van stand te veranderen..NENBEHEEROBJECT,/Bruggen beweegbaar
