source,target,mapping
/ad4.meldpaal_p.paalDraagconstructie_p,/ad5.Paal met daarin een installatie bedoeld om op afstand te kunnen communiceren met een centrale locatie..BGTPLUSTYPE,/niet-bgt:drukknoppaal,niet-bgt:praatpaal
