source,target,mapping
/ad4.camera_p.sensor_p,/ad5.Installatie waarmee een bepaald gebied van een afstand visueel kan worden geobserveerd en opgeslagen..TYPESPEC,/Detectie: camera overig,ObservatieCamera,Straatmeubilair: camera
