source,target,mapping
/ad4.flyover_p.kunstwerk_p,/ad5.Een fly-over of flyover is een verbindingsweg, aangelegd als viaduct over andere wegen heen, teneinde een aansluiting ongelijkvloers te maken, waarbij vaak de boogstraal groot wordt gehouden voor de doorstroming. Flyovers worden onderscheiden van reguliere viaducten en zijn doorgaans voor snelverkeer. Op drukke knooppunten zijn vaak flyovers voorhanden..BEHEEROBJECTSUBTYP,/Fly-over
