source,target,mapping
/ad4.heide_v.begroeidTerreindeelPlantvak_v,/ad5.Terreindeel overwegend begroeid met heide en heideachtige vegetaties. (Bron: definities.geostandaarden.nl).FYSIEKVOORKOMEN,/heide
