source,target,mapping
/ad4.halfverharding_v.ondersteunendWegdeel_v,/ad5.Type van verhardingsobject: een halfverharding bestaat uit onsamenhangend materiaal dat meer draagkracht levert dan de originele grond..FYSIEKVOORKOMEN,/half verhard,half verhard:gravel,half verhard:grind,half verhard:puin,half verhard:schelpen
