source,target,mapping
/ad4.opslagtank_v.overigBouwwerk_v,/ad5.Tanks voor opslag van vloeistoffen en gassen zijn opslagtanks. Er zijn horizontale opslagtanks en verticale opslagtanks. Deze tanks zijn vervaardigd uit verschillende materialen zoals metaal, polyester of andere kunststoffen..BGTPLUSTYPE,/opslagtank
