source,target,mapping
/ad4.vaarwegas_l.vaarweg_l,/ad5.Hulpmiddel voor bepalen lengte van aaneengesloten stuk oppervlaktewater, dat als vaarweg in de Wegwijzer voor de binnenscheepvaart is gedefinieerd..x,/x
