source,target,mapping
/ad4.crowmeting_tbl.crowMeting_tbl,/ad5.Een gestandaardiseerde werkwijze om de conditie van wegen te beoordelen, met als doel de verkeersveiligheid en kwaliteit te waarborgen, zoals stroefheid, zetting, spoorvorming en comfortindex.x,/x
