source,target,mapping
/ad4.bos_v.begroeidTerreindeelPlantvak_v,/ad5.Begroeiing die een dusdanige aantal bomen betreft dat deze een min of meer gesloten geheel vormen of, na volgroeiing van de bomen, zullen vormen..FYSIEKVOORKOMEN,/gemengd bos,loofbos,loofbos:griend en hakhout,naaldbos
