source,target,mapping
/ad4.faunavoorziening_l.ecopassage_l,/ad5.Voorzieningen die geschikt zijn om diersoorten te beschermen. Denk hierbij aan faunatunnels, -goten, -duikers, etc..TYPESPEC,/Amfibieëntunnel,Boombrug,brug of viaduct met faunavoorziening,Duiker, Looprichel,ecoduiker / duiker met faunavoorziening,kleine faunatunnel,Looprichel,Onduidelijk,Overig,Overige faunatunnel,tunnel / viaduct met medegebruik fauna
