source,target,mapping
/ad4.vaarweg_v.vaarwegdeeltraject_v,/ad5.Aaneengesloten stuk oppervlaktewater, dat als vaarweg in de Wegwijzer voor de binnenscheepvaart is gedefinieerd..x,/x
