source,target,mapping
/ad4.geleidewerk_l.waterinrichtingselement_l,/ad5.Fuikvormige constructie aansluitend aan het hoofd van een kunstwerk voor het geven van mechanische en visuele geleiding tijdens het invaren van dat kunstwerk..BGTPLUSTYPE,/niet-bgt:geleidewerk
