source,target,mapping
/ad4.tunnel_p.kunstwerk_p,/ad5.Een tunnel is een kunstmatig aangelegde onderdoorgang om tussen twee punten transport, passage of communicatie mogelijk te maken. Doorgaans is de tunnel langer dan 300 meter..NENBEHEEROBJECT,/Tunnels
