source,target,mapping
/ad4.crowinspectie_tbl.crowInspectie_tbl,/ad5.Een inspectie die wordt uitgevoerd volgens de richtlijnen van het CROW. Het doel is om de kwaliteit, conditie en veiligheid van wegen te beoordelen en vast te leggen, met het oog op onderhoud, reparatie of vervanging. Het object 'crowinspectie' is bedoelt om de algemene gegevens van een inspectieronde vast te leggen..x,/x
