source,target,mapping
/ad4.duiker_v.kunstwerkdeel_v,/ad5.Kunstwerk voor de waterhuishouding, bestaande uit een kokervormige constructie aangebracht onder een weg of spoorweg of in een dam..BGTPLUSTYPE,/niet-bgt:duiker
