source,target,mapping
/ad4.onderdoorgang_p.kunstwerk_p,/ad5.Een onderdoorgang is in feite een tunnel met geringe afmetingen in lengte en breedte. In tegenstelling tot de gangbare definitie van een tunnel, wordt een onderdoorgang meestal niet onder een watergang, maar onder een spoor- of verkeersweg aangelegd. Korte ongelijkvloerse verbinding die bestemd is voor wegverkeer onder een weg of spoorweg door. De lengte van de onderdoorgang is korter dan 300 meter..NENBEHEEROBJECT,/Onderdoorgangen
