source,target,mapping
/ad4.verkeersbord_p.bord_p,/ad5.Verkeersteken: Wettelijk vastgesteld teken ter regeling, waarschuwing, geleiding of informering van het verkeer..BGTPLUSTYPE,/niet-bgt:plaatsnaambord,niet-bgt:straatnaambord,niet-bgt:verkeersbord,niet-bgt:waarschuwingshek,niet-bgt:wegwijzer,niet-bgt
