source,target,mapping
/ad4.fruit_of_kweekbomen_v.begroeidTerreindeel_v,/ad5.Begroeiing die het kweken van meerjarige siergewassen en bomen betreft ten behoeve van een later gebruik elders of voor het kweken van fruit..FYSIEKVOORKOMEN,/fruitteelt,boomteelt,fruitteelt:hoogstam boomgaarden,fruitteelt:laagstam boomgaarden,fruitteelt:wijngaarden,fruitteelt:klein fruit
