source,target,mapping
/ad4.paal_p.paalDraagconstructie_p,/ad5.Langwerpig stuk hout, ijzer, steen enz., dat in de grond staat..BGTPLUSTYPE,/niet-bgt:haltepaal,niet-bgt:lichtmast,niet-bgt:verkeersbordpaal,niet-bgt:verkeersregelinstallatiepaal,niet-bgt:portaal,niet-bgt
