source,target,mapping
/ad4.tunnelwand_v.scheiding_v,/ad5.Wand als deel van een bouwwerk dat een afscheiding vormt van een kunstmatig aangelegde onderdoorgang om tussen twee punten transport, passage of communicatie mogelijk te maken. .BGTPLUSTYPE,/muur
