source,target,mapping
/ad4.elementenverharding_v.ondersteunendWegdeel_v,/ad5.De bestrating is in tegenstelling tot een gesloten verharding opgebouwd uit losse elementen die in meer of mindere mate met elkaar verbonden zijn..FYSIEKVOORKOMEN,/open verharding,open verharding:beton element,open verharding:betonstraatstenen,open verharding:gebakken klinkers,open verharding:sierbestrating,open verharding:tegels,half verhard:grasklinkers
