source,target,mapping
/ad4.wegdeel_v.OBJECTEINDTIJD,/ad5.verharding_v.objecteindtijd,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.objectnaam,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.OMTREK,/ad5.verharding_v.omtrek,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.OMTREK,/ad5.verharding_v.omtrek,/Asfaltverharding
/ad4.wegdeel_v.OMTREK,/ad5.verharding_v.omtrek,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.ONDERHOUDER,/ad5.verharding_v.onderhouder,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.ONDERHOUDER,/ad5.verharding_v.onderhouder,/Asfaltverharding
/ad4.wegdeel_v.ONDERHOUDER,/ad5.verharding_v.onderhouder,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.OPTALUD,/ad5.verharding_v.op talud,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.OPTALUD,/ad5.verharding_v.op talud,/Asfaltverharding
/ad4.wegdeel_v.OPTALUD,/ad5.verharding_v.op talud,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.openbare_ruimtenaam,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.OPMERKING,/ad5.verharding_v.opmerking,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.OPMERKING,/ad5.verharding_v.opmerking,/Asfaltverharding
/ad4.wegdeel_v.OPMERKING,/ad5.verharding_v.opmerking,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.OPPERVLAKTE,/ad5.verharding_v.oppervlakte,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.OPPERVLAKTE,/ad5.verharding_v.oppervlakte,/Asfaltverharding
/ad4.wegdeel_v.OPPERVLAKTE,/ad5.verharding_v.oppervlakte,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.postcode,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.RELATIEVEHOOGTELIGGING,/ad5.verharding_v.relatieve_hoogteligging,/Asfaltverharding
/ad4.wegdeel_v.RELATIEVEHOOGTELIGGING,/ad5.verharding_v.relatieve_hoogteligging,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.SITUERING,/ad5.verharding_v.situering,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.SITUERING,/ad5.verharding_v.situering,/Asfaltverharding
/ad4.wegdeel_v.SITUERING,/ad5.verharding_v.situering,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.soort_voeg,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.stadsdeel_of_kern,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.STATUS,/ad5.verharding_v.status,/Asfaltverharding
/ad4.wegdeel_v.STATUS,/ad5.verharding_v.status,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.taludsteilte,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.TIJDSTIPREGISTRATIE,/ad5.verharding_v.tijdstip_registratie,/Asfaltverharding
/ad4.wegdeel_v.TIJDSTIPREGISTRATIE,/ad5.verharding_v.tijdstip_registratie,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.TRAJECT,/ad5.verharding_v.traject,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.TRAJECT,/ad5.verharding_v.traject,/Asfaltverharding
/ad4.wegdeel_v.TRAJECT,/ad5.verharding_v.traject,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.tweede_beheerder,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.tweede_eigenaar,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.VERHARDING,/ad5.verharding_v.type,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.VERHARDING,/ad5.verharding_v.type,/Asfaltverharding
/ad4.wegdeel_v.VERHARDING,/ad5.verharding_v.type,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.WEGTYPE,/ad5.verharding_v.type_conservering,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.WEGTYPE,/ad5.verharding_v.type_conservering,/Asfaltverharding
/ad4.wegdeel_v.WEGTYPE,/ad5.verharding_v.type_conservering,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.type_conservering,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.VERHARDING,/ad5.verharding_v.type_gedetailleerd,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.VERHARDING,/ad5.verharding_v.type_gedetailleerd,/Asfaltverharding
/ad4.wegdeel_v.VERHARDING,/ad5.verharding_v.type_gedetailleerd,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.WEGINDELING,/ad5.verharding_v.type_rijstrook,/Asfaltverharding
