source,target,mapping
/ad4.haag_l.vegetatieObject_l,/ad5.Gesloten lijnvormige beplanting, waarvan de hoogte en breedte door middel van knippen in stand wordt gehouden..BGTPLUSTYPE,/niet-bgt:haag
