source,target,mapping
/ad4.viaduct_p.kunstwerk_p,/ad5.Een viaduct is een onderdeel van een ongelijkvloerse kruising van twee (geplande) (spoor)wegen of een kruising van een weg met ondergrondse leidingen. Een viaduct is feitelijk niet veel anders dan een vaste brug, hoewel met een viaduct geen waterweg wordt gekruist. De ruimte onder een viaduct is in geval van aanwezigheid van pijlers verdeeld in zogenaamde velden. Elke ruimte tussen pijlers, c.q. tussen een landhoofd en een pijler, is gedefinieerd als een veld..BEHEEROBJECTSUBTYP,/HA,VD
