source,target,mapping
/ad4.portaal_l.uitleggerPortaal_l,/ad5.Geheel van twee of meer ondersteuningsconstructies die door een ligger zijn verbonden, bedoeld voor het aanbrengen van verkeersaanduidingen..x,/x
