source,target,mapping
/ad4.kruispunt_p.kruispunt_p,/ad5.Ontmoeting van wegen waar het verkeer van weg mag wisselen. Dit geldt zowel voor het gemotoriseerd verkeer als voor het langzaam verkeer. Voorbeelden zijn: een gelijkwaardig kruispunt, een voorrangskruispunt, een geregeld ruispunt en een (turbo)rotonde..x,/x
