source,target,mapping
/ad4.duin_v.begroeidTerreindeelBerm_v,/ad5.Verhoging of heuvel van zand of fijne losse aarde en verpulverd gesteente opgeworpen door wind of door stromend water. (Bron: definities.geostandaarden.nl).FYSIEKVOORKOMEN,/duin,duin:gesloten duinvegetatie,duin:open duinvegetatie
