source,target,mapping
/ad4.voegovergang_l.weginrichtingselement_l,/ad5.Constructie die een continu (weg)oppervlak vormt tussen aangrenzende hoofdconstructiedelen (bijv. brugdelen/landhoofden) en die de continuïteit van de rijbaan garandeert. Voeg (tussenstuk) in een brugdek, viaduct of weg met als doel een begaanbare overgang te vormen. Andere definities: Een voegovergang is een constructie in het wegdek, die zorgt dat de werking in de aansluiting tussen het wegdek en een kunstwerk als een viaduct, brug, duiker of fly-over kan worden opgevangen. Het zijn veelal rubberprofielen aangebracht tussen stalen randprofielen. Het is een constructie ter overbrugging en al dan niet waterdichte afsluiting van een voeg tussen de verharding op een kunstwerk en op een aardebaan, of tussen de verharding op twee kunstwerkdelen. Voegovergangen vormen de schakel tussen wegen, viaducten en bruggen. Ze moeten het verkeer dragen, bewegingen van viaducten en bruggen opnemen, de omgeving van voegovergangen beschermen tegen gevolgschade van lekkage en geen geluidhinder veroorzaken..TYPESPEC,/Voegovergang
