source,target,mapping
/ad4.onverhard_v.ondersteunendWegdeel_v,/ad5.Type van verhardingsobject: een object zonder specifieke verharding, bestaande uit natuurlijke materialen.FYSIEKVOORKOMEN,/onverhard,onverhard:boomschors,onverhard:zand
