source,target,mapping
/ad4.zandvlakte_v.onbegroeidTerreindeel_v,/ad5.Onverhard, onbegroeid terreindeel met als deklaag zand. (Bron: definities.geostandaarden.nl).FYSIEKVOORKOMEN,/zand,zand:zandverstuiving,zand:strand en strandwal
