source,target,mapping
/ad4.kolk_p.put_p,/ad5.Een reservoir bestemd voor de opvang van hemelwater afkomstig uit daarop aangesloten oppervlakken, het laten bezinken van in dit water meegevoerde bezinkbare stoffen en de afvoer van dit water naar een rioolstelsel of naar de ondergrond..BGTPLUSTYPE,/niet-bgt:kolk
