source,target,mapping
/ad4.weg_v.traject_v,/ad5.Gebaand gedeelte van het terrein ten behoeve van het verkeer te land, in lengte- en dwarsrichting begrensd door weggrenzen. IMBOR zegt weg (traject)  en water (vaarwegdeeltraject).TYPESPEC,/Busbaan,Fietspad,Weg
