source,target,mapping
/ad4.kunststofverharding_v.onbegroeidTerreindeel_v,/ad5.Synthetisch vervaardigd materiaal dat als verharding dient, zoals kunstgras of kunststof toplagen..FYSIEKVOORKOMEN,/gesloten verharding:kunststof
