source,target,mapping
/ad4.abri_p.straatmeubilairAbri_p,/ad5.Een abri is een kleine, niet afgesloten wachtruimte voor het openbaar vervoer, zoals bij een bushalte, bus-, metro- of treinstation..x,/x
