source,target,mapping
/ad4.struiken_v.begroeidTerreindeelPlantvak_v,/ad5.Houtachtige, overblijvende planten gekenmerkt door verschillende vertakkingen dicht bij de wortel en afwezigheid van opvallende stammen..FYSIEKVOORKOMEN,/groenvoorziening:bodembedekkers,groenvoorziening:heesters,groenvoorziening:struikrozen,struiken
