source,target,mapping
/ad4.blok_p.weginrichtingselement_p,/ad5.Blokvormig element, meestal van beton of steen, bedoeld om een openbare ruimte te verfraaien, achterliggende gebieden te beschermen of te dienen als zit- of speelelement..TYPESPEC,/schampblok
