source,target,mapping
/ad4.rietland_v.begroeidTerreindeelPlantvak_v,/ad5.Terreindeel overwegend begroeid met rietvegetatie. (Bron: definities.geostandaarden.nl).FYSIEKVOORKOMEN,/rietland
