source,target,mapping
/ad4.neninspectie_tbl.bouwdeelKunstwerk_tbl,/ad5.Een NEN 2767-inspectie is een gestandaardiseerde methode voor het objectief vastleggen van de technische conditie van gebouwen en installaties. Het doel is om gebreken in kaart te brengen en een eenduidige conditiescore te bepalen, zodat beheerders inzicht krijgen in de staat van het onderhoud en de benodigde prioriteiten voor herstel..x,/x
