source,target,mapping
/ad4.veiligheidsvoorziening_p.straatmeubilair_p,/ad5.Voorziening ter bevordering van de veiligheid van personen in de openbare ruimte. Het gaat hier om zelfstandige objecten en niet om onderdelen van objecten..TYPESPEC,/Meubilair: lier,Meubilair: reddingsboei,Nooduitgangtrap, Reddingsboei,Inspringvoorziening
