source,target,mapping
/ad4.combikabel_l.elektriciteitskabel_l,/ad5.Kabel of stelsel van kabels, inclusief hulpaders, onder of boven de grond, die elektriciteit met een spanning lager dan 500 V kan transporteren..TYPESPEC,/ADD
