source,target,mapping
/ad4.overigkunstwerk_p.kunstwerk_p,/ad5.Een kunstwerk wordt gedefinieerd als een door mensen gemaakte constructie met een specifieke functie in de spoor-, weg- of waterbouw. Dit bevat hier objecten zoals spooroverwegen, grondkeringen en faunatunnels..NENBEHEEROBJECT,/Spoorwegen,Grondkeringen,Faunatunnel,Onbekend,Wateren en watergangen niet lijnvormig, overig
