source,target,mapping
/ad4.faunavoorziening_v.faunavoorziening_v,/ad5.Voorzieningen die geschikt zijn om diersoorten te beschermen. Denk hierbij aan faunatunnels, -goten, -duikers, etc..TYPESPEC,/Amfibieëntunnel,betonnen duiker,betonnen faunapassage,dassentunnel,Dassentunnel,Ecoduikers,Faunatunnel,Looprichel,null,OV,Overig
