source,target,mapping
/ad4.groenobject_v.begroeidTerreindeelBerm_v,/ad5.Objecten uit BGT Begroeid Terreindeel en Ondersteunend Wegdeel met fysiek voorkomen groenvoorziening, maar zonder plusclassificatie.FYSIEKVOORKOMEN,/groenvoorziening
