source,target,mapping
/ad4.afvalbak_p.bak_p,/ad5.Inzamelobject voor afval in de openbare ruimte dat handmatig kan worden leeggemaakt..BGTPLUSTYPE,/niet-bgt:afvalbak,niet-bgt: afval apartplaats
