source,target,mapping
/ad4.telpaal_p.paalDraagconstructie_p,/ad5.Langwerpig voorwerp van bijvoorbeeld hout, ijzer, steen dat in de grond staat behorend bij een telpunt..BGTPLUSTYPE,/niet-bgt:telpaal
