source,target,mapping
/ad4.wegdeel_v.VERHARDING,/ad5.verharding_v.type_gedetailleerd,/Halfverharding
/ad4.onbegroeidTerreindeel_v.WEGINDELING,/ad5.verharding_v.type_rijstrook,/Halfverharding
/ad4.ondersteunendWegdeel_v.WEGINDELING,/ad5.verharding_v.type_rijstrook,/Halfverharding
/ad4.wegdeel_v.WEGINDELING,/ad5.verharding_v.type_rijstrook,/Halfverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.verhoogde ligging,/Halfverharding
/ad4.crowMeting_tbl.VERWERKINGSSTATUS,/ad5.verharding_v.verwerkingsstatus,/Halfverharding
/ad4.wegdeel_v.VERWERKINGSSTATUS,/ad5.verharding_v.verwerkingsstatus,/Halfverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.waterschapnaam,/Halfverharding
/ad4.onbegroeidTerreindeel_v.GEBRUIKSFUNCTIE,/ad5.verharding_v.wegcategorie_duurzaam_veilig,/Halfverharding
/ad4.ondersteunendWegdeel_v.GEBRUIKSFUNCTIE,/ad5.verharding_v.wegcategorie_duurzaam_veilig,/Halfverharding
/ad4.wegdeel_v.GEBRUIKSFUNCTIE,/ad5.verharding_v.wegcategorie_duurzaam_veilig,/Halfverharding
/ad4.onbegroeidTerreindeel_v.GEBRUIKSFUNCTIE,/ad5.verharding_v.wegcategorie_duurzaam_veilig_gedetailleerd,/Halfverharding
/ad4.ondersteunendWegdeel_v.GEBRUIKSFUNCTIE,/ad5.verharding_v.wegcategorie_duurzaam_veilig_gedetailleerd,/Halfverharding
/ad4.wegdeel_v.GEBRUIKSFUNCTIE,/ad5.verharding_v.wegcategorie_duurzaam_veilig_gedetailleerd,/Halfverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.wegnummer,/Halfverharding
/ad4.onbegroeidTerreindeel_v.WEGTYPE,/ad5.verharding_v.wegtype_bestaand,/Halfverharding
/ad4.ondersteunendWegdeel_v.WEGTYPE,/ad5.verharding_v.wegtype_bestaand,/Halfverharding
/ad4.wegdeel_v.WEGTYPE,/ad5.verharding_v.wegtype_bestaand,/Halfverharding
/ad4.onbegroeidTerreindeel_v.WGV_NUMMER,/ad5.verharding_v.wegvaknummer,/Halfverharding
/ad4.ondersteunendWegdeel_v.WGV_NUMMER,/ad5.verharding_v.wegvaknummer,/Halfverharding
/ad4.wegdeel_v.WGV_NUMMER,/ad5.verharding_v.wegvaknummer,/Halfverharding
/ad4.onbegroeidTerreindeel_v.SHAPE_Area,/ad5.verharding_v.werkelijke_oppervlakte,/Halfverharding
/ad4.ondersteunendWegdeel_v.SHAPE_Area,/ad5.verharding_v.werkelijke_oppervlakte,/Halfverharding
/ad4.wegdeel_v.SHAPE_Area,/ad5.verharding_v.werkelijke_oppervlakte,/Halfverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.wijknaam,/Halfverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.woonplaatsnaam,/Halfverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.zettingsgevoeligheid,/Halfverharding
