source,target,mapping
/ad4.aquaduct_p.kunstwerk_p,/ad5.Kunstwerk waarmee een watergang door een bakvormige constructie over een weg, een spoorweg, een andere watergang, een leiding of een terrein wordt geleid..NENBEHEEROBJECT,/Aquaducten
