source,target,mapping
/ad4.drainageput_p.leidingelement_p,/ad5.Put welke toegang geeft tot een poreuze of geperforeerde buisleiding, aangebracht onder de grond om de afwatering van de grond te verbeteren..TYPESPEC,/Drainageput
