source,target,mapping
/ad4.luifel_v.gebouwInstallatie_v,/ad5.Een luifel is een element uit de architectuur bestaande uit een dak, dat met de ene horizontale kant aan de buitenzijde van een gebouw is bevestigd, terwijl de daar tegenoverliggende zijde vrij dragend is..BGTPLUSTYPE,/niet-bgt:luifel
