source,target,mapping
/ad4.vrijvervaltransportleiding_l.buis_l,/ad5.Een transportleiding die licht hellend is aangebracht, waardoor de materie door de zwaartekracht door de leiding heen wordt verplaatst..TYPESPEC,/transportrioolleiding
