source,target,mapping
/ad4.aansluitput_p.leidingelement_p,/ad5.Een toestel waarin ten gevolge van het verschil in dichtheid en het vertragen van de vloeistofstroom het zand door bezinking grotendeels van het afvalwater wordt gescheiden..TYPESPEC,/Zandvang
