source,target,mapping
/ad4.opslagbak_p.bak_p,/ad5.Een bak in de openbare ruimte bedoeld voor het opslaan van materialen, bijvoorbeeld zand of zout..BGTPLUSTYPE,/niet-bgt:zand- / zoutbak
