source,target,mapping
/ad4.zitelement_p.straatmeubilair_p,/ad5.Zit- of steunplaats voor één of meerdere personen, bedoeld voor openbaar gebruik en geplaatst in de openbare ruimte (vnl. in parken, plantsoenen, bossen en langs wegen)..TYPESPEC,/zitbank
