source,target,mapping
/ad4.vrijvervalrioolleiding_l.buis_l,/ad5.Een rioolleiding die licht hellend is aangebracht, waardoor het afvalwater door de zwaartekracht door de leiding wordt getransporteerd..TYPESPEC,/hemelwaterriool,overstortleiding,stuwrioolleiding, vuilwaterriool,doorlatendeleiding,zinker
