source,target,mapping
/ad4.vaarwegdeeltrajectas_l.vaarwegdeeltrajectas_l,/ad5.Hulpmiddel voor bepalen lengte van deel van aaneengesloten stuk oppervlaktewater, dat als vaarweg in de Wegwijzer voor de binnenscheepvaart is gedefinieerd..x,/x
