source,target,mapping
/ad4.open_loods_v.overigBouwwerk_v,/ad5.Niet verplaatsbaar licht gebouw met een open gevel, bestemd als berg- of werkplaats of als tijdelijk onderdak voor andere doeleinden..BGTPLUSTYPE,/open loods
