source,target,mapping
/ad4.bosplantsoen_v.begroeidTerreindeelPlantvak_v,/ad5.Houtachtige beplanting met een natuurlijk karakter bestaande uit voornamelijk inheemse struikvormers en/of boomvormers, die extensief wordt beheerd, inclusief bosachtige groenobjecten in stedelijk gebied..FYSIEKVOORKOMEN,/groenvoorziening:bosplantsoen
