source,target,mapping
/ad4.watervlakte_v.waterdeel_v,/ad5.Een aan het oppervlak gelegen, niet lijnvormige, natuurlijke dan wel kunstmatige verdieping van de bodem die, eventueel periodiek, gevuld is met water..BGTPLUSTYPE,/watervlakte,watervlakte:haven,watervlakte:meer, plas, ven, vijver,zee
