source,target,mapping
/ad4.coupure_v.kunstwerkdeel_v,/ad5.Onderbreking in een waterkering, dam, dijk, kade of muur voor de doorvoer van een weg of spoorweg, die bij extreem hoge waterstanden wordt afgesloten met een of meer deuren of schotbalken..BGTPLUSTYPE,/niet-bgt:coupure
