source,target,mapping
/ad4.gras_en_kruidachtigen_v.begroeidTerreindeel_v,/ad5.Gras: terrein met grasvegetatie, niet primair in gebruik voor grasproductie. Kruidachtige: Door inheemse kruidensoorten bepaalde grasachtige vegetatie. Grond met) een laagblijvende, aaneengesloten kruidachtige vegetatie. (Bron: definities.geostandaarden.n.FYSIEKVOORKOMEN,/grasland agrarisch,grasland overig,groenvoorziening:gras- en kruidachtigen
