source,target,mapping
/ad4.overbruggingsdeel_v.overbruggingsdeel_v,/ad5.Onderdeel van een beweegbare of vaste verbinding tussen twee punten, die door water, een weg of anderszins gescheiden zijn, dat essentieel is voor de constructie en niet geclassificeerd is als een bepaald type..TYPEOVERBRUGGINGSDEEL,/Null
